 * Serving Flask app "run.py"
 * Environment: production
   WARNING: Do not use the development server in a production environment.
   Use a production WSGI server instead.
 * Debug mode: off
/usr/local/lib/python2.7/site-packages/flask_sqlalchemy/__init__.py:794: FSADeprecationWarning: SQLALCHEMY_TRACK_MODIFICATIONS adds significant overhead and will be disabled by default in the future.  Set it to True or False to suppress this warning.
  'SQLALCHEMY_TRACK_MODIFICATIONS adds significant overhead and '
 * Running on http://127.0.0.1:5000/ (Press CTRL+C to quit)
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:06] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:02:07] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:04:59] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:04:59] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:00] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:01] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:01] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:01] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:01] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:02] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:02] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:04] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:05:10] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:11] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:05:15] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:25] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:28] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:28] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:28] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:28] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:28] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:29] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:30] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:37] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:11:42] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:12:19] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:12:38] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:26] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:27] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:27] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:27] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:27] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:28] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:28] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:31] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:31] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:32] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:33] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:33] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:33] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:35] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:37] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:37] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:37] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:38] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:38] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:38] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:38] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:38] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:43] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:43] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:17:57] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:18:54] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:18:55] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:39] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/css/style.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery-migrate-3.0.1.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/popper.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/bootstrap.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.easing.1.3.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.waypoints.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.stellar.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/owl.carousel.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.magnific-popup.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/aos.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/jquery.animateNumber.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/bootstrap-datepicker.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:40] "GET /static/js/scrollax.min.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:41] "GET /static/js/main.js HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:41] "GET /static/images/bg_1.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:41] "GET /static/fonts/icomoon/icomoon.ttf?6tt51o HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:41] "GET /static/images/Anil.jpg HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:41] "GET /static/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:43] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:26:51] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:52] "GET /static/images/Anil_back.JPG HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:26:53] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:27:21] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/open-iconic-bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/animate.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/owl.carousel.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/owl.theme.default.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/magnific-popup.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/aos.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:23] "GET /static/css/ionicons.min.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:26] "GET /static/css/bootstrap-datepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:26] "GET /static/css/jquery.timepicker.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:26] "GET /static/css/flaticon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:27:34] "GET /static/css/icomoon.css HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:28:19] "GET /photography?category=Landscape HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:28:20] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:28:30] "GET /photography?category=Landscape HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:28:49] "GET /photography?category=Water%20Bird HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:28:50] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:28:57] "GET /photography?category=Beach HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:28:58] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:29:22] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:31:17] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:31:18] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:31:23] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:31:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:32:01] "GET /photography?category=Sun HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:02] "GET /photography?category=Sun HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:03] "GET /photography?category=Sun HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:04] "GET /photography?category=Sun HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:04] "GET /photography?category=Sun HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:05] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:32:36] "GET /photography?category=Water%20Bird HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:32:37] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:33:23] "GET /photography?month=July&year=2018 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:33:24] "GET /photography?month=July&year=2018 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:33:24] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:33:25] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:33:33] "GET /photography?month=February&year=2019 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:33:34] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:33:38] "GET /photography?month=August&year=2018 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:33:39] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:33:41] "GET /photography?category=Landscape HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:33:42] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:34:05] "GET /photography?month=August&year=2018 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:34:06] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:34:10] "GET /photography?month=September&year=2018 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:34:11] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:35:08] "GET /photography?all=1 HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:18] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:23] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:23] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:23] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:35:26] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:27] "GET /favicon.ico HTTP/1.1" 404 -
127.0.0.1 - - [06/Mar/2019 16:35:43] "GET /photography HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:35:45] "GET /contact HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:36:01] "GET / HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:36:10] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:36:16] "GET /about HTTP/1.1" 200 -
127.0.0.1 - - [06/Mar/2019 16:36:20] "GET /photography HTTP/1.1" 200 -
